burn,skin,r,g,b
1,1,192,112,79
1,1,192,108,74
1,1,188,106,69
1,1,196,112,78
1,1,192,111,81
1,1,191,107,70
1,1,184,109,70
1,1,185,107,71
1,1,178,104,75
1,1,179,109,73
1,1,187,109,73
1,1,130,74,51
1,1,117,65,44
0,1,99,64,58
0,1,93,56,50
0,1,93,50,41
0,1,88,44,35
0,1,81,38,29
0,1,86,46,36
0,0,80,44,32
0,1,126,90,78
0,0,211,179,166
0,1,220,191,177
0,0,178,150,138
0,0,165,139,126
0,0,187,164,150
0,0,208,185,171
0,0,211,189,176
0,0,212,190,176
0,0,212,195,179
0,0,210,191,177
0,0,202,183,169
0,0,194,176,164
0,0,193,175,163
0,0,150,114,90
0,0,103,67,43
0,0,79,41,18
0,0,94,57,31
0,0,110,73,47
0,0,118,76,52
0,0,119,77,52
0,0,118,74,47
0,0,120,76,47
0,0,114,69,40
0,0,107,62,33
0,0,101,57,28
0,0,106,62,33
0,0,113,69,40
0,0,121,77,50
0,0,124,80,53
0,0,120,78,56
0,0,98,57,39
0,0,73,34,17
0,0,63,26,10
0,0,58,24,12
0,0,58,24,14
0,0,55,25,15
0,0,58,25,16
0,0,59,29,19
0,1,64,30,20
0,0,70,32,21
0,1,72,33,18
0,0,79,33,18
0,1,97,48,31
0,1,133,82,63
0,1,169,112,92
0,1,194,133,104
0,1,204,139,109
0,1,211,147,112
0,1,214,148,113
0,1,214,144,108
0,1,214,145,104
0,1,220,149,107
0,1,225,152,111
0,1,223,150,109
0,1,223,150,109
0,1,223,149,110
0,1,223,149,112
0,1,223,149,112
0,1,223,150,117
0,1,223,150,117
0,1,223,150,118
0,1,219,151,112
0,1,220,151,112
0,1,220,150,114
0,1,219,149,113
0,1,216,148,113
0,1,212,143,110
0,1,207,141,109
0,1,204,139,109
0,1,192,128,101
0,1,180,116,91
0,1,167,105,82
0,1,159,97,76
0,1,150,89,70
0,1,141,80,61
0,1,133,76,57
0,1,133,76,57
0,1,145,88,68
0,1,162,108,84
0,1,171,116,95
0,1,172,120,98
0,1,185,130,109
0,1,191,136,115
0,1,191,139,117
0,1,198,146,124
0,1,200,150,127
0,1,192,140,119
0,1,184,133,112
0,1,188,137,118
0,1,198,147,126
0,1,197,149,127
0,1,186,138,116
0,1,173,124,107
0,1,147,103,90
0,1,99,59,47
0,1,85,43,31
0,1,81,39,25
0,1,93,50,34
0,1,129,83,68
0,1,145,98,82
0,1,149,101,81
0,1,160,105,85
0,1,168,114,90
0,1,179,123,98
0,1,191,133,109
0,1,200,140,112
0,1,204,143,114
0,1,202,143,113
0,1,203,139,111
0,1,207,137,111
0,1,207,137,111
0,1,207,138,109
0,1,207,138,109
0,1,208,137,109
0,1,206,135,107
0,1,200,128,103
0,1,196,124,99
0,1,194,122,100
0,1,185,114,94
0,1,178,110,91
0,1,174,107,91
0,1,179,113,99
0,0,205,141,129
0,1,237,175,164
0,0,248,192,179
0,0,232,186,171
0,0,228,189,172
0,0,228,192,176
0,0,224,189,170
0,0,218,185,168
0,0,215,182,167
0,0,218,185,170
0,0,222,189,174
0,1,222,186,174
0,0,217,180,164
0,1,228,186,170
0,0,231,185,169
0,1,236,185,168
0,1,230,174,157
0,0,192,135,116
0,1,170,112,92
0,1,180,118,97
0,1,184,122,101
0,1,188,127,106
0,1,189,127,106
0,1,186,124,103
0,1,181,119,98
0,1,176,115,94
0,1,175,114,95
0,1,164,105,87
0,1,166,108,88
0,1,167,110,90
0,1,170,113,94
0,1,171,116,96
0,1,173,118,98
0,1,174,119,99
0,1,175,119,102
0,1,173,118,98
0,1,175,120,100
0,1,179,124,104
0,1,180,125,105
0,1,180,125,105
0,1,177,122,101
0,1,175,118,98
0,1,172,115,95
0,1,175,118,98
0,1,177,121,98
0,1,181,123,101
0,1,181,123,101
0,1,178,120,98
0,1,177,116,95
0,1,173,115,93
0,1,172,114,92
0,1,174,116,96
0,1,171,114,94
0,1,170,113,93
0,1,168,111,91
0,1,166,109,89
0,1,167,110,90
0,1,168,112,89
0,1,168,112,89
0,1,172,116,93
0,1,172,116,93
0,1,172,116,91
0,1,173,117,92
0,1,175,119,94
0,1,176,120,95
0,1,178,122,97
0,1,179,123,98
0,1,175,119,94
0,1,172,116,91
0,1,168,110,86
0,1,166,108,84
0,1,169,109,83
0,1,168,108,82
0,1,166,106,82
0,1,165,105,81
0,1,153,95,73
1,1,149,91,71
0,1,145,88,69
1,1,139,83,66
0,1,135,82,66
1,1,128,76,63
1,1,168,108,82
1,1,206,124,76
1,1,200,116,79
1,1,207,117,80
1,1,201,117,80
1,1,198,116,79
1,1,201,116,75
1,1,200,118,78
1,1,194,115,72
1,1,199,112,69
1,1,202,113,73
1,1,201,115,68
1,1,185,116,85
1,1,185,116,83
1,1,185,114,84
1,1,129,78,59
1,1,131,79,58
1,1,131,80,61
1,1,133,80,62
1,1,130,77,61
1,1,126,75,56
1,1,125,74,55
1,1,127,71,54
1,1,125,73,52
1,1,130,78,57
1,1,172,113,95
1,1,193,118,99
1,1,175,101,72
1,1,177,107,73
1,1,180,106,81
1,1,183,116,90
1,1,172,97,66
1,1,169,100,67
1,1,160,90,64
1,1,115,68,52
1,1,110,65,44
1,1,111,63,43
0,1,108,64,51
1,1,107,63,52
1,1,99,60,53
0,1,94,53,47
0,1,93,46,38
0,1,87,40,32
0,1,79,32,24
0,1,81,39,27
0,0,78,38,28
0,0,115,75,65
0,0,192,156,144
0,0,218,184,172
0,0,195,165,154
0,0,181,155,142
0,0,195,171,159
0,0,207,185,172
0,0,210,188,175
0,0,215,193,180
0,0,218,198,187
0,0,217,197,186
0,0,208,190,178
0,0,200,181,174
0,0,199,180,173
0,0,151,115,91
0,0,106,68,45
0,0,80,42,19
0,0,92,54,31
0,0,109,69,44
0,0,118,76,52
0,0,121,77,52
0,0,117,73,46
0,0,119,75,46
0,0,116,72,43
0,0,114,69,40
0,0,112,67,36
0,0,113,68,37
0,0,115,68,38
0,0,115,68,40
0,0,114,67,39
0,0,114,68,45
0,0,100,55,36
0,0,85,42,25
0,0,78,36,22
0,0,69,33,21
0,0,61,27,17
0,0,57,24,15
0,0,57,27,17
0,0,54,24,16
0,0,60,27,18
0,0,67,33,23
0,0,72,34,21
0,0,75,31,18
0,0,89,42,26
0,1,119,70,55
0,1,152,97,77
0,1,182,122,94
0,1,194,130,102
0,1,206,141,109
0,1,210,146,110
0,1,212,144,107
0,1,213,144,103
0,1,219,151,106
0,1,228,155,114
0,1,224,151,108
0,1,224,151,106
0,1,224,151,110
0,1,223,152,110
0,1,224,150,111
0,1,223,151,113
0,1,223,150,115
0,1,221,151,115
0,1,220,151,112
0,1,220,151,110
0,1,221,152,113
0,1,220,151,112
0,1,217,149,114
0,1,214,145,112
0,1,209,143,111
0,1,206,141,111
0,1,193,129,102
0,1,182,118,93
0,1,167,105,82
0,1,160,98,77
0,1,151,90,71
0,1,141,80,61
0,1,135,76,58
0,1,135,76,58
0,1,148,90,70
0,1,165,109,86
0,1,173,116,96
0,1,175,120,99
0,1,185,130,109
0,1,192,135,115
0,1,192,137,116
0,1,199,145,121
0,1,201,147,123
0,1,190,138,116
0,1,181,129,107
0,1,182,130,108
0,1,188,136,114
0,1,191,139,117
0,1,185,133,111
0,1,177,126,105
0,1,153,107,92
0,1,114,68,55
0,1,96,50,37
0,1,87,41,26
0,1,98,51,35
0,1,130,81,64
0,1,145,94,75
0,1,151,99,77
0,1,160,105,84
0,1,168,112,87
0,1,180,123,96
0,1,191,134,105
0,1,202,141,112
0,1,206,145,116
0,1,206,145,114
0,1,207,144,113
0,1,208,141,114
0,1,207,140,114
0,1,209,139,113
0,1,207,140,113
0,1,210,139,111
0,1,206,135,107
0,1,199,129,103
0,1,195,123,99
0,1,191,118,99
0,1,183,112,92
0,1,175,107,88
0,1,169,103,87
0,1,167,101,87
0,0,170,106,94
0,0,181,119,108
0,1,186,130,117
0,0,203,157,142
0,0,209,170,153
0,0,216,179,163
0,0,214,178,162
0,0,214,181,166
0,0,219,186,171
0,0,222,189,174
0,0,222,185,169
0,1,231,193,180
0,1,226,184,168
0,0,240,194,179
0,0,245,196,181
0,1,249,193,178
0,0,233,174,158
0,0,190,127,109
0,1,166,103,85
0,1,180,115,93
0,1,186,121,99
0,1,190,128,107
0,1,194,132,111
0,1,194,132,111
0,1,193,131,110
0,1,192,131,110
0,1,192,131,112
0,1,184,126,106
0,1,184,126,106
0,1,183,126,106
0,1,183,126,106
0,1,182,127,106
0,1,182,127,107
0,1,181,126,106
0,1,181,126,106
0,1,183,126,107
0,1,184,129,108
0,1,186,131,110
0,1,188,133,113
0,1,187,132,112
0,1,183,128,107
0,1,181,123,103
0,1,179,121,101
0,1,175,118,98
0,1,176,120,97
0,1,178,120,98
0,1,177,119,97
0,1,175,117,95
0,1,172,114,92
0,1,169,111,89
0,1,168,110,86
0,1,171,113,93
0,1,168,111,91
0,1,165,110,89
0,1,165,108,88
0,1,165,108,88
0,1,167,110,90
0,1,169,113,90
0,1,170,114,91
0,1,170,114,91
0,1,169,113,90
0,1,166,110,85
0,1,165,109,84
0,1,166,110,85
0,1,169,113,88
0,1,172,116,91
0,1,174,118,93
0,1,178,122,95
0,1,174,118,93
0,1,169,111,87
0,1,165,107,83
0,1,164,104,78
0,1,161,101,75
0,1,157,97,71
0,1,154,94,70
0,1,151,93,71
1,1,150,92,72
0,1,147,90,71
0,1,145,89,74
0,1,140,87,71
1,1,134,82,68
1,1,124,75,58
1,1,190,121,79
1,1,202,112,77
1,1,204,110,74
1,1,198,111,68
1,1,197,115,75
1,1,200,113,70
1,1,190,107,63
1,1,183,108,69
1,1,196,114,76
1,1,190,114,80
1,1,188,112,76
1,1,142,84,62
1,1,140,82,58
1,1,141,79,58
1,1,121,81,71
1,1,121,81,73
1,1,121,81,73
1,1,119,80,73
1,1,118,79,72
1,1,116,78,69
1,1,115,74,68
1,1,113,74,67
1,1,111,72,65
1,1,109,72,64
1,1,113,68,62
1,1,127,67,57
1,1,127,69,47
1,1,125,71,45
1,1,125,68,51
1,1,122,66,49
1,1,121,62,44
1,1,119,61,41
0,0,117,59,47
0,0,99,69,59
0,1,97,67,59
0,1,96,66,58
1,1,99,61,52
0,1,101,58,51
0,1,101,53,43
1,1,96,46,35
0,1,92,42,35
0,1,90,41,34
0,1,79,30,23
0,1,79,32,24
0,0,82,38,29
0,0,114,71,62
0,0,181,143,132
0,1,223,185,174
0,0,214,181,172
0,0,199,172,161
0,0,203,181,168
0,0,209,187,174
0,0,211,189,178
0,0,216,194,183
0,0,219,199,192
0,0,219,199,190
0,0,211,193,183
0,0,201,182,175
0,0,200,181,174
0,0,148,112,88
0,0,104,66,43
0,0,79,42,16
0,0,88,51,25
0,0,105,68,42
0,0,117,77,51
0,0,121,80,52
0,0,116,75,47
0,0,120,75,46
0,0,118,74,45
0,0,118,73,42
0,0,121,74,44
0,0,122,76,43
0,0,123,74,42
0,0,120,71,39
0,0,116,67,37
0,0,110,60,35
0,0,101,53,31
0,0,93,46,26
0,0,83,40,23
0,0,69,32,16
0,0,58,22,8
0,0,54,22,11
0,0,57,27,17
0,1,51,23,12
0,0,56,26,16
0,1,64,32,21
0,0,69,33,21
0,0,71,31,19
0,1,85,39,24
0,0,109,61,47
0,1,136,85,66
0,1,160,103,76
0,1,177,116,87
0,1,199,136,103
0,1,212,149,114
0,1,218,153,115
0,1,220,153,111
0,1,221,153,108
0,1,224,153,107
0,1,224,154,105
0,1,224,154,105
0,1,225,152,107
0,1,224,153,107
0,1,225,152,109
0,1,224,153,111
0,1,224,152,112
0,1,222,153,112
0,1,222,151,109
0,1,223,152,110
0,1,221,152,111
0,1,221,152,111
0,1,219,151,112
0,1,216,148,111
0,1,212,146,112
0,1,210,144,112
0,1,197,132,104
0,1,183,119,92
0,1,168,106,81
0,1,160,98,75
0,1,150,89,68
0,1,141,80,59
0,1,137,76,57
0,1,135,77,57
0,1,149,91,71
0,1,165,109,86
0,1,174,118,95
0,1,176,120,97
0,1,186,130,107
0,1,191,135,110
0,1,193,137,114
0,1,198,142,117
0,1,201,145,120
0,1,193,139,113
0,1,184,130,104
0,1,179,125,99
0,1,179,125,99
0,1,182,128,102
0,1,182,131,104
0,1,183,131,109
0,1,154,105,88
0,1,124,75,60
0,1,111,59,45
0,1,98,47,30
0,1,106,55,36
0,1,134,83,62
0,1,145,93,71
0,1,155,99,74
0,1,161,107,81
0,1,168,113,83
0,1,179,123,90
0,1,192,133,101
0,1,201,141,107
0,1,206,146,112
0,1,207,147,111
0,1,209,146,113
0,1,209,144,114
0,1,209,143,117
0,1,209,142,115
0,1,210,143,116
0,1,210,140,114
0,1,206,137,108
0,1,198,128,103
0,1,194,122,98
0,1,186,115,93
0,1,179,111,90
0,1,174,107,88
0,1,169,106,89
0,1,162,100,85
0,0,149,90,76
0,1,148,90,78
0,0,154,100,88
0,0,196,154,138
0,0,209,172,154
0,0,218,182,166
0,0,215,179,163
0,0,209,175,163
0,0,210,177,162
0,0,210,174,158
0,0,205,168,152
0,0,200,163,147
0,1,191,148,131
0,0,207,158,143
0,0,221,168,150
0,0,232,173,157
0,0,223,160,142
0,1,191,124,105
0,1,178,111,92
0,1,180,114,90
0,1,182,118,93
0,1,184,122,99
0,1,187,125,102
0,1,189,127,106
0,1,192,130,109
0,1,195,135,111
0,1,198,137,116
0,1,196,138,116
0,1,196,138,116
0,1,194,138,115
0,1,194,138,115
0,1,192,137,116
0,1,192,137,117
0,1,190,138,116
0,1,192,138,114
0,1,195,140,119
0,1,195,140,119
0,1,194,140,116
0,1,194,139,118
0,1,192,137,116
0,1,191,136,115
0,1,191,135,112
0,1,192,134,114
0,1,188,132,109
0,1,186,130,105
0,1,184,128,103
0,1,181,125,100
0,1,177,121,96
0,1,172,116,91
0,1,167,111,86
0,1,164,108,83
0,1,164,109,88
0,1,163,108,87
0,1,162,107,86
0,1,162,107,86
0,1,162,107,86
0,1,164,109,88
0,1,166,112,88
0,1,167,113,89
0,1,167,113,89
0,1,166,112,88
0,1,164,110,84
0,1,162,108,82
0,1,162,108,82
0,1,164,110,84
0,1,167,113,87
0,1,169,115,89
0,1,175,119,94
0,1,171,115,90
0,1,167,110,83
0,1,163,106,79
0,1,162,102,76
0,1,159,99,73
0,1,155,95,69
0,1,152,92,68
1,1,151,93,69
0,1,150,94,71
1,1,149,94,74
1,1,148,92,75
1,1,143,92,75
0,1,137,85,71
1,1,127,78,64
1,1,153,97,70
1,1,201,112,78
1,1,207,115,78
1,1,200,116,70
1,1,201,120,77
1,1,203,116,71
1,1,196,109,64
1,1,186,116,82
1,1,180,109,77
1,1,132,77,57
1,1,136,79,59
1,1,133,84,69
0,1,132,85,69
1,1,132,83,68
0,1,125,81,68
0,1,124,80,69
0,1,121,81,71
0,1,119,79,69
0,1,119,79,71
0,1,118,78,70
0,1,116,76,68
0,1,113,73,65
0,1,112,72,64
0,1,108,70,61
0,1,109,69,61
0,1,120,73,65
0,1,120,74,61
1,1,117,74,58
0,1,115,71,60
0,1,113,69,58
0,1,110,66,55
0,1,108,64,53
1,1,107,62,56
1,1,100,68,57
0,1,97,64,57
1,1,95,61,52
0,1,97,57,49
0,1,98,54,45
1,1,97,49,39
1,1,93,43,34
0,1,89,39,32
0,1,86,36,29
0,1,84,34,27
0,0,95,46,39
0,0,117,70,62
0,0,143,100,91
0,0,192,152,142
0,0,228,188,178
0,0,216,182,173
0,0,209,182,173
0,0,207,185,174
0,0,205,185,174
0,0,205,185,176
0,0,209,189,180
0,0,211,192,185
0,0,209,190,183
0,0,204,187,179
0,0,197,180,173
0,0,196,179,172
0,0,143,105,84
0,0,100,62,39
0,0,74,37,11
0,0,83,46,20
0,0,100,63,37
0,0,118,78,52
0,0,123,82,54
0,0,118,77,49
0,0,121,76,47
0,0,118,74,45
0,0,117,72,41
0,0,119,73,40
0,0,123,77,43
0,0,129,80,47
0,0,131,83,47
0,0,133,83,50
0,0,119,68,39
0,0,111,59,37
0,0,98,50,27
0,0,86,41,20
0,0,70,29,11
0,0,56,20,4
0,0,53,21,6
0,0,56,27,13
0,0,53,25,14
0,0,54,24,13
0,0,60,28,17
0,1,66,30,18
0,0,69,31,18
0,0,80,36,23
0,0,97,54,38
0,0,118,71,51
0,1,136,80,55
0,1,155,98,69
0,1,183,124,92
0,1,208,148,112
0,1,223,159,123
0,1,225,160,120
0,1,222,155,110
0,1,218,150,101
0,1,226,156,105
0,1,225,155,104
0,1,226,154,104
0,1,225,155,104
0,1,225,155,106
0,1,224,153,107
0,1,222,154,109
0,1,222,153,111
0,1,222,151,107
0,1,223,152,108
0,1,222,153,111
0,1,222,154,109
0,1,220,153,110
0,1,218,150,111
0,1,213,147,112
0,1,212,146,112
0,1,201,136,104
0,1,187,124,93
0,1,171,110,82
0,1,162,101,73
0,1,152,92,68
0,1,142,82,58
0,1,137,76,57
0,1,138,77,56
0,1,149,91,69
0,1,165,107,85
0,1,173,115,93
0,1,175,117,95
0,1,182,126,101
0,1,187,131,104
0,1,188,132,107
0,1,193,137,112
0,1,198,140,116
0,1,195,139,112
0,1,188,135,104
0,1,179,125,97
0,1,173,118,88
0,1,173,118,88
0,1,180,127,96
0,1,188,134,108
0,1,161,109,88
0,1,141,88,70
0,1,130,74,57
0,1,110,55,35
0,1,113,58,37
0,1,136,82,58
0,1,147,91,66
0,1,161,104,77
0,1,168,113,83
0,1,173,117,84
0,1,183,125,88
0,1,192,134,97
0,1,201,141,104
0,1,206,146,109
0,1,210,151,111
0,1,213,150,115
0,1,211,148,117
0,1,212,146,120
0,1,212,147,119
0,1,213,146,119
0,1,213,143,117
0,1,206,136,110
0,1,199,129,104
0,1,193,123,98
0,1,183,115,92
0,1,178,112,90
0,1,173,108,88
0,1,173,110,93
0,1,171,109,94
0,0,159,101,87
0,1,166,110,97
0,0,186,134,121
0,0,207,168,151
0,0,215,182,163
0,0,225,189,173
0,0,221,185,169
0,0,213,180,165
0,0,212,179,164
0,0,210,174,158
0,0,206,167,150
0,0,170,131,114
0,1,153,106,88
0,1,159,108,89
0,0,176,117,99
0,1,193,130,112
0,1,197,130,111
0,1,182,114,95
0,1,186,115,95
0,1,185,119,95
0,1,185,119,95
0,1,184,119,97
0,1,183,118,96
0,1,181,119,96
0,1,184,122,99
0,1,188,128,104
0,1,192,132,108
0,1,194,136,114
0,1,195,137,113
0,1,194,138,115
0,1,196,140,117
0,1,195,140,119
0,1,199,144,123
0,1,198,146,124
0,1,200,149,122
0,1,204,150,126
0,1,203,149,125
0,1,201,147,121
0,1,199,145,121
0,1,198,144,118
0,1,199,145,121
0,1,202,146,121
0,1,203,147,122
0,1,206,150,123
0,1,203,147,122
0,1,198,142,117
0,1,193,137,112
0,1,187,131,106
0,1,179,125,99
0,1,172,118,90
0,1,169,113,88
0,1,163,111,89
0,1,165,110,89
0,1,165,110,89
0,1,165,110,89
0,1,164,109,88
0,1,164,109,88
0,1,165,111,87
0,1,164,110,86
0,1,166,112,88
0,1,166,112,88
0,1,165,111,85
0,1,164,110,84
0,1,163,109,83
0,1,163,109,83
0,1,163,109,83
0,1,164,110,84
0,1,164,108,83
0,1,161,105,80
0,1,160,103,76
0,1,159,102,75
0,1,161,101,75
0,1,161,101,77
0,1,159,99,73
0,1,156,96,70
0,1,152,94,70
0,1,149,95,71
0,1,146,94,72
1,1,147,92,72
0,1,142,91,72
1,1,136,84,70
0,1,128,76,63
1,1,119,71,57
1,1,181,104,76
1,1,194,115,82
1,1,198,123,84
1,1,192,118,79
1,1,191,116,76
1,1,190,111,72
1,1,138,74,46
0,1,138,78,54
1,1,125,83,71
0,1,124,84,74
0,1,128,85,69
1,1,130,84,71
1,1,128,84,71
0,1,132,81,64
1,1,132,79,63
1,1,129,80,63
0,1,125,78,60
0,1,126,78,66
0,1,125,79,66
0,1,123,77,62
0,1,120,72,60
0,1,117,69,55
0,1,114,68,53
0,1,111,69,55
1,1,116,76,64
0,1,115,74,68
1,1,114,74,66
0,1,110,72,63
0,1,108,69,62
0,1,105,66,59
0,1,102,65,57
0,1,101,64,55
0,1,102,63,48
0,1,99,60,45
0,1,97,55,39
1,1,95,53,41
0,1,96,49,39
1,1,91,46,40
0,1,88,41,35
1,1,87,37,28
0,1,84,34,27
0,1,94,41,33
0,0,110,60,51
0,0,135,88,80
0,1,154,111,102
0,0,189,149,139
0,1,224,186,175
0,0,212,178,168
0,0,209,182,173
0,0,206,183,175
0,0,204,184,175
0,0,203,183,174
0,0,202,184,174
0,0,201,184,176
0,0,199,180,173
0,0,195,178,171
0,0,195,178,171
0,0,194,177,170
0,0,136,98,77
0,0,95,57,34
0,0,70,33,7
0,0,78,40,17
0,0,100,59,37
0,0,118,78,53
0,0,126,84,59
0,0,120,79,51
0,0,122,78,49
0,0,120,75,46
0,0,117,70,40
0,0,118,72,39
0,0,125,76,44
0,0,132,83,50
0,0,138,88,53
0,0,142,89,57
0,0,136,82,54
0,0,123,69,43
0,0,108,58,33
0,0,99,53,30
0,0,90,47,28
0,0,75,38,20
0,0,64,31,14
0,0,59,27,12
0,1,58,28,17
0,0,56,24,13
0,1,56,22,12
0,0,61,25,13
0,0,67,27,17
0,0,75,31,20
0,1,87,43,32
0,0,102,53,36
0,1,120,65,44
0,1,134,77,50
0,1,157,98,68
0,1,183,122,91
0,1,206,142,106
0,1,218,153,113
0,1,221,154,109
0,1,221,153,104
0,1,227,157,108
0,1,227,155,105
0,1,227,156,104
0,1,226,156,105
0,1,225,155,104
0,1,225,155,106
0,1,222,154,109
0,1,224,153,109
0,1,222,151,107
0,1,223,152,108
0,1,222,153,111
0,1,225,154,110
0,1,222,153,111
0,1,220,151,110
0,1,215,150,112
0,1,214,148,113
0,1,207,142,110
0,1,194,129,99
0,1,178,114,86
0,1,168,104,77
0,1,156,94,69
0,1,145,83,60
0,1,141,79,58
0,1,140,79,58
0,1,150,88,67
0,1,166,105,84
0,1,172,111,90
0,1,172,112,88
0,1,180,120,96
0,1,180,123,96
0,1,180,123,96
0,1,187,127,101
0,1,193,133,107
0,1,197,140,113
0,1,196,141,111
0,1,186,131,101
0,1,172,115,85
0,1,168,111,81
0,1,176,121,90
0,1,189,132,105
0,1,178,121,101
0,1,164,107,88
0,1,149,92,73
0,1,120,63,43
0,1,114,58,35
0,1,135,77,53
0,1,148,90,66
0,1,170,109,81
0,1,180,121,91
0,1,182,123,89
0,1,188,128,92
0,1,194,134,98
0,1,203,141,104
0,1,210,148,109
0,1,215,153,112
0,1,219,155,119
0,1,215,150,120
0,1,215,149,123
0,1,216,149,122
0,1,215,148,121
0,1,213,146,119
0,1,207,140,113
0,1,201,131,106
0,1,193,123,98
0,1,185,117,94
0,1,179,113,91
0,1,170,103,86
0,1,167,101,87
0,1,162,100,87
0,0,152,92,81
0,0,166,108,96
0,0,197,145,132
0,0,223,181,165
0,0,217,184,165
0,0,219,183,167
0,0,216,183,166
0,0,219,183,167
0,0,221,185,169
0,0,219,182,166
0,0,218,176,162
0,1,183,140,124
0,0,155,106,89
0,1,154,98,81
0,1,166,105,87
0,1,184,117,101
0,1,193,121,106
0,1,186,113,96
0,1,199,126,107
0,1,190,122,99
0,1,189,123,99
0,1,188,122,98
0,1,186,120,98
0,1,183,119,94
0,1,183,119,94
0,1,185,123,98
0,1,188,126,103
0,1,189,131,107
0,1,189,131,107
0,1,190,132,110
0,1,191,133,111
0,1,193,137,114
0,1,196,140,117
0,1,198,143,122
0,1,200,146,122
0,1,202,146,123
0,1,202,146,123
0,1,200,144,119
0,1,201,145,120
0,1,200,144,119
0,1,201,147,121
0,1,203,149,123
0,1,203,149,123
0,1,209,153,126
0,1,205,151,125
0,1,201,147,121
0,1,198,144,118
0,1,195,141,115
0,1,191,137,111
0,1,186,132,106
0,1,181,127,101
0,1,179,124,103
0,1,179,124,103
0,1,179,124,103
0,1,178,123,102
0,1,175,120,99
0,1,172,117,96
0,1,168,114,90
0,1,166,112,88
0,1,163,109,85
0,1,164,110,86
0,1,165,111,85
0,1,166,112,86
0,1,165,111,85
0,1,162,108,82
0,1,159,105,79
0,1,157,103,77
0,1,155,99,74
0,1,153,97,72
0,1,153,95,71
0,1,154,96,72
0,1,158,98,74
0,1,159,99,75
0,1,157,97,73
0,1,156,96,72
0,1,151,93,71
0,1,147,90,70
1,1,145,90,70
1,1,143,87,70
0,1,137,84,66
1,1,131,79,65
0,1,124,72,59
1,1,115,67,55
1,1,123,65,45
1,1,122,64,42
1,1,132,74,52
1,1,128,68,44
1,1,133,73,49
1,1,138,76,53
1,1,135,80,60
0,1,133,80,64
0,1,128,82,69
1,1,128,82,69
0,1,129,82,66
0,1,130,82,68
0,1,129,81,67
0,1,132,81,64
0,1,132,79,63
0,1,130,79,62
0,1,127,78,63
0,1,128,80,68
0,1,129,81,69
0,1,126,78,64
0,1,121,73,61
0,1,117,69,55
0,1,115,69,54
0,1,113,71,57
0,1,115,75,63
0,1,114,73,67
0,1,112,71,65
1,1,108,70,61
1,1,106,66,58
1,1,102,64,55
0,1,100,61,54
0,1,99,61,52
0,1,99,62,46
0,1,96,59,43
0,1,93,51,35
0,1,92,50,36
0,1,93,46,36
0,1,91,44,36
0,1,89,38,34
1,1,89,35,25
0,1,94,39,32
0,1,108,56,45
0,0,124,71,63
0,1,140,92,82
0,0,145,101,90
0,0,175,133,121
0,0,220,180,168
0,1,215,181,171
0,0,210,183,174
0,0,207,187,180
0,0,209,189,182
0,0,209,189,182
0,0,206,187,180
0,0,201,182,175
0,0,199,180,174
0,0,197,179,175
0,0,196,178,174
0,0,193,178,173
0,0,131,93,70
0,0,91,53,30
0,0,66,30,6
0,0,75,37,14
0,0,98,57,37
0,0,119,78,56
0,0,127,85,61
0,0,121,80,52
0,0,123,79,50
0,0,122,77,48
0,0,121,74,44
0,0,123,74,42
0,0,127,78,46
0,0,131,82,50
0,0,135,85,52
0,0,138,83,52
0,0,145,89,62
0,0,131,75,50
0,0,118,66,42
0,0,120,69,48
0,0,118,73,54
0,0,104,62,46
0,0,80,43,27
0,0,65,29,13
0,0,64,32,19
0,0,59,22,13
0,0,55,18,9
0,0,58,20,9
0,1,65,25,15
0,0,72,28,19
0,0,82,35,27
0,1,93,41,28
0,0,115,60,40
0,1,119,61,37
0,1,131,71,45
0,1,151,90,61
0,1,180,116,80
0,1,203,138,98
0,1,219,152,109
0,1,226,158,113
0,1,227,157,108
0,1,229,155,106
0,1,227,156,104
0,1,226,156,105
0,1,225,155,106
0,1,225,155,106
0,1,222,154,109
0,1,225,152,107
0,1,222,151,107
0,1,221,152,110
0,1,225,153,113
0,1,225,154,112
0,1,225,153,113
0,1,223,151,113
0,1,219,149,113
0,1,214,150,114
0,1,213,146,117
0,1,200,133,104
0,1,183,118,90
0,1,172,106,80
0,1,162,96,74
0,1,150,85,63
0,1,143,81,60
0,1,144,82,61
0,1,150,88,67
0,1,166,104,83
0,1,171,109,88
0,1,170,108,85
0,1,174,114,90
0,1,176,116,92
0,1,174,114,88
0,1,180,118,93
0,1,188,126,101
0,1,197,140,113
0,1,204,147,120
0,1,193,136,107
0,1,174,117,87
0,1,165,109,76
0,1,174,118,85
0,1,189,129,101
0,1,196,135,116
0,1,183,122,104
0,1,162,104,84
0,1,125,67,45
0,1,114,56,34
0,1,135,73,50
0,1,150,88,65
0,1,174,113,85
0,1,189,126,95
0,1,191,128,95
0,1,193,130,95
0,1,198,135,100
0,1,204,142,105
0,1,212,150,111
0,1,219,156,115
0,1,223,159,121
0,1,218,151,122
0,1,217,150,124
0,1,217,150,123
0,1,217,150,123
0,1,214,147,120
0,1,207,140,113
0,1,200,130,105
0,1,194,123,101
0,1,183,112,94
0,1,178,110,91
0,1,171,102,86
0,1,170,102,89
0,1,167,103,91
0,1,159,99,88
0,1,180,122,111
0,0,219,167,154
0,0,238,195,179
0,0,221,186,167
